Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1645.1078905987688
FDW14,OUT017,1367.71230626045
NCN55,OUT010,575.6402635334189
FDQ58,OUT017,2466.1772604866264
FDY38,OUT027,5847.718166478616
FDH56,OUT046,1949.9992683119228
FDL48,OUT018,764.9674063332191
FDC48,OUT027,2158.0586310181943
FDN33,OUT045,1517.4818192455298
FDA36,OUT017,3101.954364183665
FDT44,OUT017,1930.0527568038121
FDQ56,OUT045,1363.7967814192941
NCC54,OUT019,575.1691449372062
FDU11,OUT049,2025.2668922054768
DRL59,OUT013,861.7462430550381
FDM24,OUT049,2450.6351822061206
FDI57,OUT045,3034.5888908654456
DRC12,OUT018,2930.9287615015264
NCM42,OUT027,2893.5940369052923
FDA46,OUT010,510.33926713910716
FDA31,OUT013,2837.0995405099557
NCJ31,OUT035,3852.8982246179467
FDG52,OUT046,786.0130511345462
NCL19,OUT019,286.30014468803273
FDS10,OUT035,2982.7432289702238
FDX22,OUT010,565.5341319970338
NCF19,OUT035,757.4952048399642
NCE06,OUT046,2548.336189680668
DRC27,OUT046,3936.6267275479618
FDE21,OUT035,1957.1448595552988
NCR42,OUT019,131.19750162210104
FDX51,OUT018,2991.383334239577
NCR06,OUT018,617.3540054076402
FDU31,OUT027,5847.718166478616
FDU59,OUT017,2540.953625406673
FDR03,OUT027,5847.555543038831
FDS49,OUT027,2032.377469855968
FDD48,OUT010,268.63010306087756
NCF18,OUT017,3012.685194738467
NCD43,OUT027,2842.044752769289
NCD54,OUT018,2118.514012779674
FDY19,OUT010,268.9494487095152
NCY54,OUT017,2852.0976560236395
NCL19,OUT018,2436.7396881999784
FDP23,OUT010,570.7964375915161
FDC26,OUT013,1738.6263323416915
FDR14,OUT010,131.19750162210104
NCS41,OUT035,3119.007531292431
FDF41,OUT035,3902.688662372866
FDU34,OUT046,2049.520204946447
DRH11,OUT046,954.967930856537
FDM03,OUT013,1650.8627260942344
FDS31,OUT017,3068.5630679395185
